date_submitted,survey_consent,latitude,longitude,link_community_site,link_community_na,w1_latitude,w1_longitude,w1_method,w1_region,w1_loc_latitude,w1_loc_longitude,w2,w2_other_specify,w3,w3_other_specify,w4,w5,w5_dont_know,w6,w6_dont_know,w7,w8,w9,w10_mpn,w10_confidence,w10_health_risk,w10_image,w10_c1,w10_c2,w10_c3,w10_c4,w10_c5,w11_magnitude,w11_units,w12,w13_magnitude,w13_units,w14,w15,w16,toilet_type,toilet_shared,waste_removed,waste_treated,waste_disposal,handwash_place,handwash_not_observed_reason,handwash_water,handwash_soap,handwash_water_soap
11/06/2019,Yes,-13.9926283,34.0074997,NA,NA,-13.9926283,34.0074997,NA,"TA Mazengera, Lilongwe, Malawi",-13.9926283,34.0074997,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9927651,34.0139025,NA,NA,-13.9927486,34.0138417,NA,"TA Mazengera, Lilongwe, Malawi",-13.9927567,34.0138286,Unprotected spring,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9929672,34.0075098,NA,NA,-13.9929672,34.0075098,NA,"TA Mazengera, Lilongwe, Malawi",-13.9929672,34.0075098,Borehole or tubewell,NA,NA,NA,Elsewhere,40,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9930683,34.0076791,NA,NA,-13.9930539,34.0077668,NA,"TA Mazengera, Lilongwe, Malawi",-13.9930539,34.0077668,Borehole or tubewell,NA,NA,NA,Elsewhere,40,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9930881,34.0135984,NA,NA,-13.9931045,34.0137538,NA,"TA Mazengera, Lilongwe, Malawi",-13.9931113,34.0137722,Unprotected spring,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9932166,34.0070168,NA,NA,-13.9932169,34.0070431,NA,"TA Mazengera, Lilongwe, Malawi",-13.9932166,34.0070168,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9932468,34.007389,NA,NA,-13.993232,34.0074607,NA,"TA Mazengera, Lilongwe, Malawi",-13.9932335,34.0074605,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9932777,34.0078403,NA,NA,-13.993344,34.0078327,NA,"TA Mazengera, Lilongwe, Malawi",-13.993344,34.0078327,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9933008,34.0136976,NA,NA,-13.9933807,34.0136866,NA,"TA Mazengera, Lilongwe, Malawi",-13.9933807,34.0136866,Borehole or tubewell,NA,NA,NA,In own dwelling or yard or plot,10,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.99331,34.0076555,NA,NA,-13.9932608,34.0076023,NA,"TA Mazengera, Lilongwe, Malawi",-13.9932608,34.0076023,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9933145,34.0069368,NA,NA,-13.9933145,34.0069368,NA,"TA Mazengera, Lilongwe, Malawi",-13.9933145,34.0069368,Borehole or tubewell,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9934014,34.0068861,NA,NA,-13.9934009,34.0070711,NA,"TA Mazengera, Lilongwe, Malawi",-13.9934014,34.0068861,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9934739,34.006876,NA,NA,-13.9934739,34.006876,NA,"TA Mazengera, Lilongwe, Malawi",NA,NA,Borehole or tubewell,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9935786,34.0068486,NA,NA,-13.9935786,34.0068486,NA,"TA Mazengera, Lilongwe, Malawi",-13.9935786,34.0068486,Borehole or tubewell,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is available,Soap or detergent not present,NA
11/06/2019,Yes,-13.9936921,34.0071212,NA,NA,-13.9936973,34.0071597,NA,"TA Mazengera, Lilongwe, Malawi",-13.9936897,34.0071649,Borehole or tubewell,NA,NA,NA,Elsewhere,50,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9940208,34.013565,NA,NA,-13.9940208,34.013565,NA,"TA Mazengera, Lilongwe, Malawi",-13.9940208,34.013565,Unprotected spring,NA,NA,NA,Elsewhere,60,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9942051,34.0131655,NA,NA,-13.9942108,34.0131523,NA,"TA Mazengera, Lilongwe, Malawi",-13.9942108,34.0131523,Unprotected spring,NA,NA,NA,Elsewhere,30,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9943352,34.0138668,NA,NA,-13.9943963,34.013864,NA,"TA Mazengera, Lilongwe, Malawi",-13.9943963,34.013864,Unprotected spring,NA,NA,NA,Elsewhere,30,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9946188,34.0139231,NA,NA,-13.9946188,34.0139231,NA,"TA Mazengera, Lilongwe, Malawi",-13.9946188,34.0139231,Unprotected spring,NA,NA,NA,Elsewhere,20,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9949097,34.0127854,NA,NA,-13.9949139,34.0128015,NA,"TA Mazengera, Lilongwe, Malawi",-13.9949148,34.0128028,Surface water,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-13.9971432,34.0300138,NA,NA,-13.9970987,34.0300187,NA,"TA Mazengera, Lilongwe, Malawi",-13.9970987,34.0300187,Unprotected dug well,NA,NA,NA,Elsewhere,40,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9979174,34.0089954,NA,NA,-13.9979744,34.0090036,NA,"TA Mazengera, Lilongwe, Malawi",-13.9979744,34.0090036,Unprotected spring,NA,NA,NA,Elsewhere,90,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is not available,Soap or detergent not present,NA
11/06/2019,Yes,-13.9985337,34.0086468,NA,NA,-13.9985333,34.008648,NA,"TA Mazengera, Lilongwe, Malawi",-13.9985333,34.008648,Unprotected spring,NA,NA,NA,Elsewhere,100,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.998889,34.0087329,NA,NA,-13.9989024,34.0089242,NA,"TA Mazengera, Lilongwe, Malawi",-13.9989024,34.0089242,Unprotected spring,NA,NA,NA,Elsewhere,60,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-13.99929,34.0311988,NA,NA,-13.99929,34.0311988,NA,"TA Mazengera, Lilongwe, Malawi",-13.99929,34.0311988,Unprotected dug well,NA,NA,NA,Elsewhere,50,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.999504,34.0085776,NA,NA,-13.9994981,34.0086588,NA,"TA Mazengera, Lilongwe, Malawi",-13.9994981,34.0086588,Surface water,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9996414,34.0098665,NA,NA,-13.9996288,34.0098573,NA,"TA Mazengera, Lilongwe, Malawi",-13.9996288,34.0098573,Surface water,NA,NA,NA,Elsewhere,60,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-13.9998464,34.0097013,NA,NA,-13.9998493,34.0097486,NA,"TA Mazengera, Lilongwe, Malawi",-13.9998411,34.0097646,Surface water,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-13.9999385,34.0330842,NA,NA,-13.9999526,34.0330079,NA,"TA Mazengera, Lilongwe, Malawi",-13.9999519,34.0330213,Borehole or tubewell,NA,NA,NA,Elsewhere,120,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-14.0002062,34.0094881,NA,NA,-14.0002062,34.0094881,NA,"TA Mazengera, Lilongwe, Malawi",-14.0002062,34.0094881,Surface water,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0005876,34.0368207,NA,NA,-14.000575,34.036774,NA,"TA Mazengera, Lilongwe, Malawi",-14.0005003,34.0368818,Borehole or tubewell,NA,NA,NA,Elsewhere,35,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0010361,34.0362878,NA,NA,-14.0010178,34.0363114,NA,"TA Mazengera, Lilongwe, Malawi",-14.0010704,34.0363846,Borehole or tubewell,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0014911,34.0329718,NA,NA,-14.0014911,34.0329718,NA,"TA Mazengera, Lilongwe, Malawi",-14.0014911,34.0329718,Unprotected dug well,NA,NA,NA,Elsewhere,60,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is available,Soap or detergent present,NA
10/06/2019,Yes,-14.0015133,34.0325444,NA,NA,-14.0015133,34.0325444,NA,"TA Mazengera, Lilongwe, Malawi",-14.0015133,34.0325444,Surface water,NA,NA,NA,Elsewhere,120,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0020372,34.0346468,NA,NA,-14.0020185,34.034676,NA,"TA Mazengera, Lilongwe, Malawi",-14.0020272,34.0346819,Borehole or tubewell,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0021271,34.0401072,NA,NA,-14.0021271,34.0401072,NA,"TA Mazengera, Lilongwe, Malawi",-14.0021271,34.0401072,Borehole or tubewell,NA,NA,NA,Elsewhere,40,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0051174,34.0496623,NA,NA,-14.0051799,34.0496489,NA,"TA Mazengera, Lilongwe, Malawi",-14.0051805,34.0496482,Borehole or tubewell,NA,NA,NA,Elsewhere,45,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0053293,34.0501831,NA,NA,-14.0053515,34.0500996,NA,"TA Mazengera, Lilongwe, Malawi",-14.0053482,34.050098,Borehole or tubewell,NA,NA,NA,Elsewhere,45,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0053862,34.0504824,NA,NA,-14.0053401,34.0504753,NA,"TA Mazengera, Lilongwe, Malawi",-14.0053862,34.0504824,Borehole or tubewell,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0056468,34.0499481,NA,NA,-14.0056736,34.0499867,NA,"TA Mazengera, Lilongwe, Malawi",-14.0056736,34.0499867,Borehole or tubewell,NA,NA,NA,Elsewhere,45,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0056578,34.0489346,NA,NA,-14.0056578,34.0489346,NA,"TA Mazengera, Lilongwe, Malawi",-14.0056578,34.0489346,Borehole or tubewell,NA,NA,NA,Elsewhere,25,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0056746,34.0492094,NA,NA,-14.0056546,34.0492154,NA,"TA Mazengera, Lilongwe, Malawi",-14.0056546,34.0492154,Borehole or tubewell,NA,NA,NA,Elsewhere,25,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0068367,34.0468157,NA,NA,-14.0068649,34.0467432,NA,"TA Mazengera, Lilongwe, Malawi",-14.0068854,34.0466689,Borehole or tubewell,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.006917,34.0466135,NA,NA,-14.006917,34.0466135,NA,"TA Mazengera, Lilongwe, Malawi",-14.0068872,34.0467149,Borehole or tubewell,NA,NA,NA,Elsewhere,25,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is available,Soap or detergent not present,NA
10/06/2019,Yes,-14.0069421,34.046948,NA,NA,-14.0069421,34.046948,NA,"TA Mazengera, Lilongwe, Malawi",-14.0069421,34.046948,Borehole or tubewell,NA,NA,NA,Elsewhere,25,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is available,Soap or detergent not present,NA
10/06/2019,Yes,-14.0070142,34.0465929,NA,NA,-14.0070196,34.0465795,NA,"TA Mazengera, Lilongwe, Malawi",-14.0070173,34.046586,Borehole or tubewell,NA,NA,NA,Elsewhere,20,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0072282,34.0466551,NA,NA,-14.0072282,34.0466551,NA,"TA Mazengera, Lilongwe, Malawi",-14.0072282,34.0466551,Borehole or tubewell,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0072367,34.0464574,NA,NA,-14.0072367,34.0464574,NA,"TA Mazengera, Lilongwe, Malawi",-14.0072537,34.046583,Borehole or tubewell,NA,NA,NA,Elsewhere,20,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is not available,Soap or detergent not present,NA
10/06/2019,Yes,-14.0075673,34.0462899,NA,NA,-14.0075673,34.0462899,NA,"TA Mazengera, Lilongwe, Malawi",-14.0075271,34.0462853,Borehole or tubewell,NA,NA,NA,Elsewhere,30,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Observed - Fixed facility or mobile object in dwelling / yard / plot,NA,Water is available,Soap or detergent not present,NA
10/06/2019,Yes,-14.0087818,34.0491811,NA,NA,-14.0087818,34.0491811,NA,"TA Mazengera, Lilongwe, Malawi",NA,NA,Borehole or tubewell,NA,NA,NA,Elsewhere,15,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
10/06/2019,Yes,-14.0092738,34.0493242,NA,NA,-14.0092818,34.0492915,NA,"TA Mazengera, Lilongwe, Malawi",-14.0093043,34.0493032,Borehole or tubewell,NA,NA,NA,Elsewhere,15,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,Yes,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
11/06/2019,Yes,-14.0099874,34.0076293,NA,NA,-14.0100167,34.0075456,NA,"TA Mazengera, Lilongwe, Malawi",-14.0100167,34.0075456,Surface water,NA,NA,NA,Elsewhere,10,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No Facilities or bush or field,No,No,No,NA,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
07/06/2019,Yes,-14.0120928,34.059718,NA,NA,-14.0121369,34.0597604,NA,"TA Mazengera, Lilongwe, Malawi",-14.0121508,34.0597666,Borehole or tubewell,NA,NA,NA,Elsewhere,25,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
07/06/2019,Yes,-14.013507,34.0879851,NA,NA,-14.0135531,34.087982,NA,"TA Mazengera, Lilongwe, Malawi",-14.0135405,34.0879823,Unprotected dug well,NA,NA,NA,Elsewhere,NA,TRUE,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
07/06/2019,Yes,-14.0135086,34.0859685,NA,NA,-14.0135086,34.0859685,NA,"TA Mazengera, Lilongwe, Malawi",-14.0135086,34.0859685,Protected dug well,NA,NA,NA,Elsewhere,NA,TRUE,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Pit latrine without slab/ Open pit,No,No,Yes,Waste pit is filled in or covered over,Not observed - no handwashing place in dwelling / yard / plot,NA,NA,NA,NA
